source_asset,source_table_or_file,source_column,decision,mask_rule,canonical_outputs,required_for_protocols,reason,notes
tblSCTurDigiIn,tblSCTurDigiIn,wtc_Windvane_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_Y1LubPis_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_Y1LubPis_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_Y1LubPis_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_YawLubGr_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_YawLubGr_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_YawLubGr_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,StationId,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurDigiOut,tblSCTurDigiOut,TimeStamp,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_ConBoVen_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_ConBoVen_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_ConBoVen_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearCoHS_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearCoHS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearCoHS_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearCoLS_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearCoLS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearCoLS_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearFilt_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearFilt_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearFilt_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearHeat_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearHeat_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearHeat_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearPuHS_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearPuHS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearPuHS_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearPuLS_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearPuLS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GearPuLS_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GenHeat_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GenHeat_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GenHeat_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GenLubPu_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GenLubPu_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_GenLubPu_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_HubLubPu_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_HubLubPu_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_HubLubPu_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_HubSafSw_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_HubSafSw_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_HubSafSw_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_HubSafeP_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_HubSafeP_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_HubSafeP_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_HydrV35_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_HydrV35_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_HydrV35_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_IdleValv_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_IdleValv_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_IdleValv_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_MBLubPu_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_MBLubPu_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_MBLubPu_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_OilCoByp_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_OilCoByp_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_OilCoByp_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_PWMEnabl_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_PWMEnabl_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_PWMEnabl_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_PitchByp_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_PitchByp_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_PitchByp_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_PitchPum_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_PitchPum_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_PitchPum_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_ResLight_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_ResLight_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_ResLight_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_SafPitch_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_SafPitch_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_SafPitch_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_TurbinOK_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_TurbinOK_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_TurbinOK_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_UPSShutd_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_UPSShutd_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_UPSShutd_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_WndVHeat_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_WndVHeat_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_WndVHeat_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_YawLubPu_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_YawLubPu_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiOut,tblSCTurDigiOut,wtc_YawLubPu_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,StationId,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurFlag,tblSCTurFlag,TimeStamp,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurFlag,tblSCTurFlag,wtc_AlarmCde_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_BrakStat_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_GenStat_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_LocRemSt_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_OpCode_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_PriAnAct_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScAStart_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScAStart_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScBrakOp_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScBrakOp_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScBrakOp_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScComSto_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScComSto_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScComSto_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScEnvSto_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScEnvSto_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScEnvSto_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScFrsErr_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScGrdSto_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScGrdSto_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScGrdSto_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScInOper_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScInOper_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScInOper_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScReToOp_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScReToOp_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScReToOp_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScStartC_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScTurSto_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScTurSto_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScTurSto_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScWindIR_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScWindIR_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScWindIR_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScYawOpe_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScYawOpe_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScYawUnw_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_ScYawUnw_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_TlcLowSpeed_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_TlcLowSpeed_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_TlcStat_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_TlcStat_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_Turbstat_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurFlag,tblSCTurFlag,wtc_YawStat_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,StationId,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurGrid,tblSCTurGrid,TimeStamp,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurGrid,tblSCTurGrid,wtc_ActPower_Quality_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_ActPower_endvalue,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurGrid,tblSCTurGrid,wtc_ActPower_max,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurGrid,tblSCTurGrid,wtc_ActPower_mean,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurGrid,tblSCTurGrid,wtc_ActPower_min,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurGrid,tblSCTurGrid,wtc_ActPower_stddev,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurGrid,tblSCTurGrid,wtc_ActRegSt_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_AmpPhR_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_AmpPhR_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_AmpPhR_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_AmpPhR_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_AmpPhS_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_AmpPhS_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_AmpPhS_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_AmpPhS_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_AmpPhT_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_AmpPhT_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_AmpPhT_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_AmpPhT_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_CosPhi_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_CosPhi_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_CosPhi_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_CosPhi_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_CosPhi_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_GridFreq_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_GridFreq_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_GridFreq_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_GridFreq_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_RawPower_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_RawPower_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_RawPower_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_RawPower_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_RawPower_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_ReactPwr_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_ReactPwr_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_ReactPwr_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_ReactPwr_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_ReactPwr_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_VoltPhR_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_VoltPhR_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_VoltPhR_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_VoltPhR_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_VoltPhS_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_VoltPhS_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_VoltPhS_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_VoltPhS_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_VoltPhT_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_VoltPhT_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_VoltPhT_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurGrid,tblSCTurGrid,wtc_VoltPhT_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,StationId,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurIntern,tblSCTurIntern,TimeStamp,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurIntern,tblSCTurIntern,wtc_AnaPiRef_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_AnaPiRef_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_AnaPiRef_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_AnaPiRef_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_DataLink_RecvSec_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_DataLink_RecvSec_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_DataLink_RecvSec_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1FrRef_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1FrRef_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1FrRef_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1FrRef_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1Ref20_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1Ref20_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1Ref20_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1Ref20_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1Ref4_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1Ref4_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1Ref4_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1Ref4_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1TRef1_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1TRef1_mean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1TRef1_min,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1TRef1_stddev,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurIntern,tblSCTurIntern,wtc_IO1TRef2_max,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
