source_asset,source_table_or_file,source_column,decision,mask_rule,canonical_outputs,required_for_protocols,reason,notes
turbine_scada,Turbine_Data,"Reactive Energy Import, Max counter (kvarh)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Reactive Energy Import, Min (kvarh)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Reactive Energy Import, Min counter (kvarh)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Reactive Energy Import, StDev (kvarh)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Reactive Energy Import, StDev counter (kvarh)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Reactive power (kvar),keep,,Reactive power (kvar),staged_past_covariates.stage1_core|staged_past_covariates.stage2_ops|staged_past_covariates.stage3_regime|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Stage-1 covariate.,
turbine_scada,Turbine_Data,"Reactive power, Max (kvar)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Reactive power, Min (kvar)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Reactive power, Standard deviation (kvar)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Rear bearing temperature (°C),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Rear bearing temperature, Max (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Rear bearing temperature, Min (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Rear bearing temperature, Standard deviation (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Rotor bearing temp (°C),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Rotor bearing temp, Max (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Rotor bearing temp, Min (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Rotor bearing temp, StdDev (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Rotor speed (RPM),keep,,Rotor speed (RPM),staged_past_covariates.stage1_core|staged_past_covariates.stage2_ops|staged_past_covariates.stage3_regime|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Stage-1 covariate.,
turbine_scada,Turbine_Data,"Rotor speed, Max (RPM)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Rotor speed, Min (RPM)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Rotor speed, Standard deviation (RPM)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Stator temperature 1 (°C),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Stator temperature 1, Max (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Stator temperature 1, Min (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Stator temperature 1, StdDev (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Sunrise Delta (s),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Sunset Delta (s),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Temp. base box (°C),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temp. base box, Max (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temp. base box, Min (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temp. base box, StdDev (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Temp. top box (°C),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temp. top box, Max (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temp. top box, Min (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temp. top box, StdDev (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Temperature motor axis 1 (°C),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temperature motor axis 1, Max (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temperature motor axis 1, Min (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temperature motor axis 1, StdDev (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Temperature motor axis 2 (°C),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temperature motor axis 2, Max (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temperature motor axis 2, Min (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temperature motor axis 2, StdDev (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Temperature motor axis 3 (°C),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temperature motor axis 3, Max (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temperature motor axis 3, Min (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Temperature motor axis 3, StdDev (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Time-based Contractual Avail.,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Time-based Contractual Avail. (Custom),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Time-based Contractual Avail. (Global),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Time-based IEC B.2.2 (Users View),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Time-based IEC B.2.3 (Users View),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Time-based IEC B.2.4 (Users View),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Time-based IEC B.3.2 (Manufacturers View),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Time-based System Avail.,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Time-based System Avail. (Planned),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Time-based System Availability (Planning deviation),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Torque (Nm),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Torque set point (Nm),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Torque set point, Max (Nm)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Torque set point, Min (Nm)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Torque set point, StdDev (Nm)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Torque, Max (Nm)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Torque, Min (Nm)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Torque, StdDev (Nm)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Tower Acceleration X (mm/s2),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Tower Acceleration X (mm/ss),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Tower Acceleration X, Max (mm/s2)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Tower Acceleration X, Max (mm/ss)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Tower Acceleration X, Min (mm/s2)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Tower Acceleration X, Min (mm/ss)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Tower Acceleration X, StdDev (mm/s2)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Tower Acceleration X, StdDev (mm/ss)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Tower Acceleration Y, Max (mm/s2)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Tower Acceleration Y, Max (mm/ss)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Tower Acceleration Y, Min (mm/s2)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Tower Acceleration Y, Min (mm/ss)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Tower Acceleration Y, StdDev (mm/s2)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Tower Acceleration Y, StdDev (mm/ss)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Tower Acceleration y (mm/s2),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Tower Acceleration y (mm/ss),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Transformer cell temperature (°C),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Transformer cell temperature, Max (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Transformer cell temperature, Min (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Transformer cell temperature, StdDev (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Transformer temperature (°C),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Transformer temperature, Max (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Transformer temperature, Min (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Transformer temperature, StdDev (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Turbine Power setpoint (kW),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Turbine Power setpoint, Max (kW)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Turbine Power setpoint, Min (kW)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Turbine Power setpoint, StdDev (kW)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Vane position 1+2 (°),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Vane position 1+2, Max (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Vane position 1+2, Min (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Vane position 1+2, StdDev (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Virtual Production (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Voltage L1 / U (V),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Voltage L1 / U, Max (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Voltage L1 / U, Min (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Voltage L1 / U, Standard deviation (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Voltage L2 / V (V),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Voltage L2 / V, Max (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Voltage L2 / V, Min (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Voltage L2 / V, Standard deviation (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Voltage L3 / W (V),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Voltage L3 / W, Max (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Voltage L3 / W, Min (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Voltage L3 / W, Standard deviation (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Wind direction (°),keep,,Wind direction (°),staged_past_covariates.stage1_core|staged_past_covariates.stage2_ops|staged_past_covariates.stage3_regime|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Stage-1 covariate.,
turbine_scada,Turbine_Data,"Wind direction, Maximum (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Wind direction, Minimum (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Wind direction, Standard deviation (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Wind speed (m/s),keep,,Wind speed (m/s),staged_past_covariates.stage1_core|staged_past_covariates.stage2_ops|staged_past_covariates.stage3_regime|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Stage-1 covariate.,
turbine_scada,Turbine_Data,Wind speed Sensor 1 (m/s),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Wind speed Sensor 1, Maximum (m/s)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Wind speed Sensor 1, Minimum (m/s)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Wind speed Sensor 1, Standard deviation (m/s)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Wind speed Sensor 2 (m/s),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Wind speed Sensor 2, Maximum (m/s)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Wind speed Sensor 2, Minimum (m/s)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Wind speed Sensor 2, Standard deviation (m/s)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Wind speed, Maximum (m/s)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Wind speed, Minimum (m/s)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Wind speed, Standard deviation (m/s)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Yaw bearing angle (°),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Yaw bearing angle, Max (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Yaw bearing angle, Min (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Yaw bearing angle, StdDev (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_static,WT_static,,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_static,WT_static,Alternative Title,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_static,WT_static,Commercial Operations Date,keep,,commercial_operation_date,static_calendar|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Static turbine metadata.,
turbine_static,WT_static,Country,keep,,country,static_calendar|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Static turbine metadata.,
turbine_static,WT_static,Elevation (m),keep,,elevation_m,static_calendar|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Static turbine metadata.,
turbine_static,WT_static,Hub Height (m),keep,,hub_height_m,static_calendar|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Static turbine metadata.,
turbine_static,WT_static,Identity,keep,,turbine_static,static_calendar|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Source turbine key.,
turbine_static,WT_static,Latitude,keep,,latitude,static_calendar|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Static spatial feature.,
turbine_static,WT_static,Longitude,keep,,longitude,static_calendar|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Static spatial feature.,
turbine_static,WT_static,Manufacturer,keep,,manufacturer,static_calendar|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Static turbine metadata.,
turbine_static,WT_static,Model,keep,,model,static_calendar|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Static turbine metadata.,
turbine_static,WT_static,Rated power (kW),keep,,rated_power_kw,static_calendar|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Static turbine metadata.,
turbine_static,WT_static,Rotor Diameter (m),keep,,rotor_diameter_m,static_calendar|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Static turbine metadata.,
turbine_static,WT_static,Title,keep,,turbine_static,static_calendar|static_calendar_stage1|static_calendar_stage2,Retained by the supported farm-level feature protocols. Turbine id mapping.,
turbine_static,WT_static,Wind Farm,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
